web-scraper-order,web-scraper-start-url,title,title-href,link,link-href
"1590551090-11547","https://www.allsides.com/topics/china?search=china&page=13","Donald Trump's accusations about Hunter Biden and a payout from China: A closer look","https://www.allsides.com/news/2019-10-03-1436/donald-trumps-accusations-about-hunter-biden-and-payout-china-closer-look","Read full story","https://www.politifact.com/truth-o-meter/article/2019/oct/02/donald-trumps-accusations-about-hunter-biden-and-c/"
"1590551757-11582","https://www.allsides.com/topics/china?search=china&page=6","‘We’re in a Petri Dish’: How a Coronavirus Ravaged a Cruise Ship","https://www.allsides.com/news/2020-02-22-1622/we-re-petri-dish-how-coronavirus-ravaged-cruise-ship","Read full story","https://www.nytimes.com/2020/02/22/world/asia/coronavirus-japan-cruise-ship.html?action=click&module=Top%20Stories&pgtype=Homepage"
"1590548498-11264","https://www.allsides.com/topics/china?search=china&page=39","Passenger Ship With More Than 400 Aboard Sinks In China's Yangtze River","https://www.allsides.com/news/2015-11-20-0544/passenger-ship-more-400-aboard-sinks-chinas-yangtze-river","Read full story","http://www.huffingtonpost.com/2015/06/01/chinese-ship-sinks-yangtz_n_7488452.html"
"1590548704-11293","https://www.allsides.com/topics/china?search=china&page=36","Dow plummets 1,000 points at open as global selloff deepens","https://www.allsides.com/news/2015-11-20-0544/dow-plummets-1000-points-open-global-selloff-deepens","Read full story","http://money.cnn.com/2015/08/24/investing/stocks-markets-selloff-china-crash-dow/index.html"
"1590549087-11337","https://www.allsides.com/topics/china?search=china&page=33","China says it will transfer US drone; Trump slams Beijing over incident","https://www.allsides.com/news/2016-12-17-0859/china-says-it-will-transfer-us-drone-trump-slams-beijing-over-incident","Read full story","http://www.cnn.com/2016/12/17/politics/china-drone-donald-trump/index.html"
"1590549437-11374","https://www.allsides.com/topics/china?search=china&page=29","Trump plays down US-China trade war concerns: ‘When you’re $500bn down you can’t lose’","https://www.allsides.com/news/2018-04-05-0641/trump-plays-down-us-china-trade-war-concerns-%E2%80%98when-you%E2%80%99re-500bn-down-you-can%E2%80%99t","Read full story","https://www.theguardian.com/business/2018/apr/04/trump-china-trade-war-concerns-import-taxes-stock-market"
"1590548000-11208","https://www.allsides.com/topics/china?search=china&page=44","Claims of cyberstealing by China prompt administration to develop more aggressive responses","https://www.allsides.com/news/2013-02-20-1131/claims-cyberstealing-china-prompt-administration-develop-more-aggressive","Read full story","http://www.washingtonpost.com/business/claims-of-cyberstealing-by-china-prompt-administration-to-develop-more-aggressive-responses/2013/02/20/527cdc84-7b34-11e2-9c27-fdd594ea6286_story.html"
"1590547994-11207","https://www.allsides.com/topics/china?search=china&page=44","REPORT Growing U.S. trade deficit with China cost 2.8 million jobs between 2001 and 2010","https://www.allsides.com/news/2012-10-04-1611/report-growing-us-trade-deficit-china-cost-28-million-jobs-between-2001-and","null",""
"1590548470-11258","https://www.allsides.com/topics/china?search=china&page=39","China Bans Online Impersonation","https://www.allsides.com/news/2015-02-04-1033/china-bans-online-impersonation","Read full story","http://www.thedailybeast.com/cheats/2015/02/04/china-bans-online-impersonation.html"
"1590552093-11628","https://www.allsides.com/topics/china?search=china&page=3","State Department cables warned of safety issues at Wuhan lab studying bat coronaviruses","https://www.allsides.com/news/2020-04-14-1511/state-department-cables-warned-safety-issues-wuhan-lab-studying-bat","Read full story","https://www.washingtonpost.com/opinions/2020/04/14/state-department-cables-warned-safety-issues-wuhan-lab-studying-bat-coronaviruses/"
"1590548386-11243","https://www.allsides.com/topics/china?search=china&page=40","U.S., China Unveil Ambitious Climate Change Goals","https://www.allsides.com/news/2014-11-12-0737/us-china-unveil-ambitious-climate-change-goals","Read full story","http://www.huffingtonpost.com/2014/11/11/us-china-climate-change_n_6142978.html"
"1590549267-11349","https://www.allsides.com/topics/china?search=china&page=31","Donald Trump praises China and blames US for trade deficit","https://www.allsides.com/news/2017-11-09-0711/donald-trump-praises-china-and-blames-us-trade-deficit","Read full story","https://www.theguardian.com/world/2017/nov/09/donald-trump-china-act-faster-north-korea-threat"
"1590549416-11371","https://www.allsides.com/topics/china?search=china&page=30","China responds to steel tariffs with tariffs on US farmers, as Trump prepares to escalate trade war","https://www.allsides.com/news/2018-04-02-0811/china-responds-steel-tariffs-tariffs-us-farmers-trump-prepares-escalate-trade","Read full story","https://www.dailykos.com/stories/2018/4/2/1753787/-China-responds-to-steel-tariffs-with-tariffs-on-US-farmers-as-Trump-prepares-to-escalate-trade-war"
"1590549691-11417","https://www.allsides.com/topics/china?search=china&page=27","Trump hits China with $50B tariffs, investment restrictions","https://www.allsides.com/news/2018-05-29-0807/trump-hits-china-50b-tariffs-investment-restrictions","Read full story","https://www.politico.com/story/2018/05/29/trump-china-tariffs-610042"
"1590549146-11343","https://www.allsides.com/topics/china?search=china&page=32","That Was Fast! Trump Reverses, Supports ‘One China’ Policy In Call With Chinese President","https://www.allsides.com/news/2017-02-10-0550/was-fast-trump-reverses-supports-%E2%80%98one-china%E2%80%99-policy-call-chinese-president","Read full story","http://www.huffingtonpost.com/entry/trump-reaffirms-support-for-one-china-policy-in-call-with-chinese-president_us_589d3f8ae4b0ab2d2b13d820?qwk3nbem9b8wfusor&"
"1590552202-11647","https://www.allsides.com/topics/china?search=china&page=1","Homeland Security claims China didn’t reveal COVID-19 crisis to stockpile masks — it still doesn’t explain Trump’s inaction","https://www.allsides.com/news/2020-05-04-0939/homeland-security-claims-china-didn-t-reveal-covid-19-crisis-stockpile-masks-it","Read full story","https://www.rawstory.com/2020/05/homeland-security-claims-china-didnt-reveal-covid-19-crisis-to-stockpile-masks-it-still-doesnt-explain-trumps-inaction/"
"1590551504-11566","https://www.allsides.com/topics/china?search=china&page=8","The Decade Big Power Politics Returned","https://www.allsides.com/news/2019-12-16-0711/decade-big-power-politics-returned","Read full story","https://slate.com/news-and-politics/2019/12/big-power-politics-returned-this-decade.html"
"1590548299-11228","https://www.allsides.com/topics/china?search=china&page=41","China Now Has The World's Biggest Economy","https://www.allsides.com/news/2014-10-08-0657/china-now-has-worlds-biggest-economy","Read full story","http://www.huffingtonpost.com/2014/10/08/china-gdp-tops-us_n_5951374.html"
"1590550506-11495","https://www.allsides.com/topics/china?search=china&page=19","U.S. prepares to slap tariffs on remaining Chinese imports, which could add levies on roughly $300 billion in additional goods","https://www.allsides.com/news/2019-05-14-0742/us-prepares-slap-tariffs-remaining-chinese-imports-which-could-add-levies","Read full story","https://www.washingtonpost.com/business/2019/05/13/trump-warns-china-not-retaliate-tariffs-insists-they-wont-hurt-us-consumers/?utm_term=.94737d3f2054"
"1590551494-11565","https://www.allsides.com/topics/china?search=china&page=8","Winners and losers in Trump’s ‘phase one’ China trade deal","https://www.allsides.com/news/2019-12-14-0847/winners-and-losers-trump-s-phase-one-china-trade-deal","Read full story","https://www.washingtonpost.com/business/2019/12/13/winners-losers-trumps-phase-one-china-trade-deal/"
"1590549446-11377","https://www.allsides.com/topics/china?search=china&page=29","White House Tries to Tamp Down Trade War Fears as China Retaliates","https://www.allsides.com/news/2018-04-05-0658/white-house-tries-tamp-down-trade-war-fears-china-retaliates","Read full story","https://www.nytimes.com/2018/04/04/business/the-united-states-is-starting-a-trade-war-with-china-now-what.html?hp&action=click&pgtype=Homepage&clickSource=story-heading&module=first-column-region&region=top-news&WT.nav=top-news"
"1590551990-11614","https://www.allsides.com/topics/china?search=china&page=4","US now leads world with over 82,000 cases","https://www.allsides.com/news/2020-03-26-1637/us-now-leads-world-over-82000-cases","Read full story","https://abcnews.go.com/Health/coronavirus-live-updates-cuomo-calls-stimulus-bill-reckless/story?id=69806200&cid=clicksource_4380645_4_heads_hero_live_hero_related"
"1590548213-11221","https://www.allsides.com/topics/china?search=china&page=42","U.S. to charge foreign country with cyberspying","https://www.allsides.com/news/2014-05-19-0714/us-charge-foreign-country-cyberspying","Read full story","http://www.washingtonpost.com/world/national-security/us-to-announce-first-criminal-charges-against-foreign-country-for-cyberspying/2014/05/19/586c9992-df45-11e3-810f-764fe508b82d_story.html"
