web-scraper-order,web-scraper-start-url,link,href
1589876024-644,https://www.foxnews.com/category/politics/foreign-policy,Secretary Pompeo is 'very confident' that the Chinese government will pay a price for coronavirus crisis,https://video.foxnews.com/v/6151725545001/
1589876024-599,https://www.foxnews.com/category/politics/foreign-policy,"Israel's Netanyahu, Gantz postpone swearing-in of new unity government, again",https://www.foxnews.com/world/israel-netanyahu-gantz-postpone-unity-government-swearing-in
1589876024-725,https://www.foxnews.com/category/politics/foreign-policy,"Pompeo and Iran's Ayatollah Khamenei trade jabs over COVID-19, rumors and aid",https://www.foxnews.com/world/pompeo-and-irans-ayatollah-trade-jabs-over-covid-19-rumors-and-aid
1589876024-665,https://www.foxnews.com/category/politics/foreign-policy,"Pompeo, Barr condemn Hong Kong arrests of democracy advocates",https://www.foxnews.com/world/pompeo-barr-condemn-hong-kong-arrests-of-democracy-advocates
1589876024-752,https://www.foxnews.com/category/politics/foreign-policy,State Department summons Chinese ambassador over 'blatant' disinformation campaign on coronavirus,https://www.foxnews.com/politics/state-department-summons-chinese-ambassador-coronavirus
1589876024-729,https://www.foxnews.com/category/politics/foreign-policy,Iran's leader points to coronavirus as reason for US to lift sanctions,https://www.foxnews.com/world/irans-leader-points-to-coronavirus-as-reason-for-us-to-lift-sanctions
1589876024-587,https://www.foxnews.com/category/politics/foreign-policy,"Trump fires Steve Linick, Obama appointee who briefed Congress on Biden-Ukraine ties",https://www.foxnews.com/politics/trump-fires-steve-linick-obama-appointee-who-briefed-congress-on-biden-ukraine-ties
1589876024-699,https://www.foxnews.com/category/politics/foreign-policy,GOP rep blasts China for allegedly underreporting coronavirus cases and deaths amid new intel report,https://www.foxnews.com/politics/gop-rep-blasts-china-allegedly-underreporting-coronavirus-cases-deaths
1589876024-693,https://www.foxnews.com/category/politics/foreign-policy,Russian Imperial Movement designated as a terrorist group,https://video.foxnews.com/v/6147433275001/
1589876024-660,https://www.foxnews.com/category/politics/foreign-policy,US investigation into origins of COVID-19 could take weeks,https://video.foxnews.com/v/6151096806001/
1589876024-602,https://www.foxnews.com/category/politics/foreign-policy,Pompeo says Iran is attempting to ‘foment terror’ amid coronavirus outbreak,https://www.foxnews.com/politics/pompeo-says-iran-is-attempting-to-foment-terror-amid-coronavirus-outbreak
1589876024-698,https://www.foxnews.com/category/politics/foreign-policy,Who is Phil Murphy? Here is what you need to know about New Jersey's governor,https://www.foxnews.com/us/phil-murphy-who-is-new-jerseys-governor
1589876024-728,https://www.foxnews.com/category/politics/foreign-policy,China demands Chinese workers leave U.S. news outlets as online taunts continue,https://www.foxnews.com/world/china-demands-local-workers-leave-u-s-news-outlets-as-online-taunts-continue
1589876024-577,https://www.foxnews.com/category/politics/foreign-policy,Grassley asks Trump for 'explanation' on firing of top State Dept. watchdog to ensure it's not for 'political reasons',https://www.foxnews.com/politics/grassley-asks-trump-for-explanation-on-firing-of-state-dept-top-watchdog
1589876024-650,https://www.foxnews.com/category/politics/foreign-policy,"State Department on investigating China, Iran launching military satellite into space",https://video.foxnews.com/v/6151554771001/
1589876024-712,https://www.foxnews.com/category/politics/foreign-policy,State Department to waive interviews for foreign farmworker visas in response to coronavirus,https://www.foxnews.com/politics/state-dept-foreign-farm-worker-visas-coronavirus
1589876024-642,https://www.foxnews.com/category/politics/foreign-policy,Iran military chief warns forces will 'destroy' US warships if threatened in Persian Gulf,https://video.foxnews.com/v/6151788884001/
1589876024-584,https://www.foxnews.com/category/politics/foreign-policy,Around 120 nations back Australia's demand for Chinese COVID-19 probe,https://video.foxnews.com/v/6157367058001/
1589876024-705,https://www.foxnews.com/category/politics/foreign-policy,State Department bringing home thousands of Americans stranded overseas during COVID-19,https://video.foxnews.com/v/6146033555001/
1589876024-765,https://www.foxnews.com/category/politics/foreign-policy,"Pompeo on UN war crimes probe in Afghanistan, Taliban peace deal, coronavirus",https://video.foxnews.com/v/6138984679001/
1589876024-610,https://www.foxnews.com/category/politics/foreign-policy,DeSantis says China needs to 'pay' for trying to 'screw over the rest of the world' by hoarding PPE,https://www.foxnews.com/politics/ron-desantis-china-should-pay-ppe
1589876024-589,https://www.foxnews.com/category/politics/foreign-policy,Congressional Democrats launch investigation into Trump's firing of State Department IG,https://www.foxnews.com/politics/congressional-democrats-launch-investigation-trumps-firing-state-department-inspector-general
1589876024-597,https://www.foxnews.com/category/politics/foreign-policy,US condemns efforts linked to China to steal coronavirus research data,https://video.foxnews.com/v/6156924465001/
1589876024-694,https://www.foxnews.com/category/politics/foreign-policy,Sen. Kennedy: We're not going to be shoved around during this crisis,https://video.foxnews.com/v/6146955242001/
1589876024-629,https://www.foxnews.com/category/politics/foreign-policy,State Department spokesperson rebuffs WHO claim it acted 'quickly and decisively' against coronavirus,https://www.foxnews.com/media/morgan-ortagus-who-coronavirus-claims-state-department
1589876024-677,https://www.foxnews.com/category/politics/foreign-policy,State Department leaked cables renew theories on origin of coronavirus,https://www.foxnews.com/world/state-department-cables-coronavirus-origin-chinese-lab-bats
1589876024-616,https://www.foxnews.com/category/politics/foreign-policy,"EU to call for independent investigation into coronavirus origins, spread",https://www.foxnews.com/world/eu-to-call-for-independent-investigation-into-coronavirus-at-world-health-assembly-meeting
1589876024-608,https://www.foxnews.com/category/politics/foreign-policy,Iran faces further allegations of corruption in coronavirus fallout,https://www.foxnews.com/world/iran-corruption-coronavirus-fallout
1589876024-648,https://www.foxnews.com/category/politics/foreign-policy,"US officials: China, Russia, Iran pushing similar disinformation campaigns on COVID-19",https://video.foxnews.com/v/6151634713001/
