web-scraper-order,web-scraper-start-url,link,href
1589875873-480,https://www.foxnews.com/politics,What role will Obama play in 2020 race after slamming Trump's COVID-19 response amid 'unmasking' scrutiny?,https://video.foxnews.com/v/6157401792001/
1589875873-551,https://www.foxnews.com/politics,Pompeo recommended firing of now-ousted State Department IG: official,https://www.foxnews.com/politics/pompeo-recommended-firing-state-department-inspector-general-official
1589875873-407,https://www.foxnews.com/politics,Pompeo says he wasn't aware State Department watchdog was investigating him,https://www.foxnews.com/politics/pompeo-wasnt-aware-state-department-watchdog-investigation
1589875873-566,https://www.foxnews.com/politics,"New Jersey, Murphy campaign agree to pay $1M to settle rape accusation against ex-aide",https://www.foxnews.com/politics/new-jersey-murphy-campaign-agree-to-pay-1m-to-settle-rape-accusation-against-ex-aide
1589875873-425,https://www.foxnews.com/politics,Congressional lawmakers demand answers after Trump fires State Department inspector general,https://video.foxnews.com/v/6157543155001/
1589875873-510,https://www.foxnews.com/politics,Sen. Kennedy on GOP response to Heroes Act: 'We can't get our heads that far up our rear ends',https://www.foxnews.com/politics/sen-kennedy-on-gop-response-to-heroes-act-we-cant-get-our-heads-that-far-up-our-rear-ends
1589875873-474,https://www.foxnews.com/politics,Democrats launch investigation into firing of State Department inspector general,https://video.foxnews.com/v/6157421127001/
1589875873-455,https://www.foxnews.com/politics,De Blasio says violators of city’s coronavirus beach restrictions will ‘be taken right out of the water’,https://www.foxnews.com/politics/de-blasio-keeps-nyc-beaches-closed-through-memorial-day-warns-no-swimming
1589875873-571,https://www.foxnews.com/politics,Nancy Pelosi calls President Trump's concerns with China 'a diversion',https://video.foxnews.com/v/6157063766001/
1589875873-435,https://www.foxnews.com/politics,Oregon's coronavirus restrictions ruled 'null and void' after governor failed to get approval from legislature,https://www.foxnews.com/politics/oregons-coronavirus-restrictions-ruled-null-and-void-after-governor-failed-to-get-approval-from-legislature
1589875873-473,https://www.foxnews.com/politics,"Feds cracking down on COVID-19 scams including phony test kits, defective PPE",https://video.foxnews.com/v/6157426545001/
1589875873-401,https://www.foxnews.com/politics,'Where is Christopher Wray?' GOP lawmakers say FBI director ignoring them -- and push ahead for key interviews,https://www.foxnews.com/politics/christopher-wray-republicans-fbi-director-jim-jordan-mike-johnson
1589875873-513,https://www.foxnews.com/politics,"Top investor predicts 'pendulum'-like, 'uncertain' economic recovery",https://www.foxnews.com/politics/top-investor-predicts-pendulum-like-uncertain-economic-recovery
1589875873-496,https://www.foxnews.com/politics,Democrat governors threaten to withhold federal aid to counties that defy shutdown orders,https://video.foxnews.com/v/6157307794001/
1589875873-427,https://www.foxnews.com/politics,Biden’s new nickname for Trump: ‘President Tweety’,https://www.foxnews.com/politics/bidens-new-nickname-for-trump-president-tweety
1589875873-530,https://www.foxnews.com/politics,"NYC councilman calls out Cuomo, de Blasio, asks for 'urgency' and 'reasonable guidelines' in reopening",https://www.foxnews.com/politics/nyc-joe-borelli-cuomo-de-blasio-urgency-reasonable-guidelines-reopening
1589875873-420,https://www.foxnews.com/politics,Secretary Scalia says coronavirus liability protections would shield businesses from frivolous lawsuits,https://video.foxnews.com/v/6157549716001/
1589875873-564,https://www.foxnews.com/politics,Op-ed: Scale of Obama's team spying on Trump campaign should be focus of 'unmasking',https://video.foxnews.com/v/6157102138001/
1589875873-445,https://www.foxnews.com/politics,Trump fires State Department Inspector General who was investigating Pompeo,https://video.foxnews.com/v/6157511064001/
1589875873-453,https://www.foxnews.com/politics,Ex-Dem Rep. Katie Hill says she ‘cried for a few days’ after Republican picked up her seat,https://www.foxnews.com/politics/ex-dem-rep-katie-hill-says-she-cried-for-a-few-days-after-republicans-picked-up-her-seat
1589875873-402,https://www.foxnews.com/politics,"Coronavirus had infected hundreds in Michigan as Biden, Sanders campaigned there, report finds",https://www.foxnews.com/politics/coronavirus-had-infected-hundreds-in-michigan-as-biden-sanders-campaigned-there-report-finds
1589875873-465,https://www.foxnews.com/politics,"Miranda Devine: Brennan, Comey, Clapper weaponized FBI to sabotage Trump administration",https://video.foxnews.com/v/6157460472001/
1589875873-562,https://www.foxnews.com/politics,"CDC chief Redfield predicts coronavirus deaths to top 100,000 in June",https://www.foxnews.com/politics/cdc-chief-redfield-predicts-coronavirus-deaths-top-100000
1589875873-548,https://www.foxnews.com/politics,Trump tells McConnell 'time is running out' for him to hold Russia 'hoaxers' accountable,https://www.foxnews.com/politics/trump-mcconnell-russia-hoaxers-accountable
1589875873-498,https://www.foxnews.com/politics,"Fired State Department IG had been looking into whether Pompeo made staffer do personal errands, source says",https://www.foxnews.com/politics/fired-state-department-watchdog-ig-pompeo-errands
1589875873-419,https://www.foxnews.com/politics,Wisconsin governor says he's giving up on pushing for new coronavirus restrictions because GOP won't allow it,https://www.foxnews.com/politics/wisconsin-governor-giving-up-coronavirus-restrictions-push-republicans
1589875873-476,https://www.foxnews.com/politics,GOP governors blast McConnell challenger for using their image in campaign ad,https://www.foxnews.com/politics/gop-governors-blast-mcconnell-challenger-for-using-their-image-in-campaign-ad
1589875873-553,https://www.foxnews.com/politics,Waterloo Mayor Quentin Hart on COVID-19's impact on Iowa,https://video.foxnews.com/v/6157132781001/
1589875873-537,https://www.foxnews.com/politics,Obama knocks 'folks in charge' while discussing COVID-19 in commencement speech,https://www.foxnews.com/politics/obama-folks-in-charge-coronavirus
1589875873-549,https://www.foxnews.com/politics,House passes $3 trillion relief bill over Republican opposition,https://video.foxnews.com/v/6157136734001/
1589875873-509,https://www.foxnews.com/politics,Pelosi urges Senate to take up Heroes Act quickly: 'Time is very important',https://www.foxnews.com/politics/pelosi-urges-senate-to-take-up-heroes-act-quickly-time-is-very-important
1589875873-438,https://www.foxnews.com/politics,"RNC expanding Trump reelection field staff to 1,100 in key states",https://www.foxnews.com/politics/rnc-hiring-wave-expanding-trump-re-election-field-staff-to-1100-in-key-states
1589875873-539,https://www.foxnews.com/politics,US immigration agency says it might not make payroll without congressional help,https://www.foxnews.com/politics/us-immigration-agency-payroll-congressional-help
1589875873-424,https://www.foxnews.com/politics,President Trump says he has been taking hydroxychloroquine,https://video.foxnews.com/v/6157544275001/
1589875873-533,https://www.foxnews.com/politics,Sen. Graham on Flynn case: No place in America for 'vindictive justice',https://video.foxnews.com/v/6157180390001/
1589875873-541,https://www.foxnews.com/politics,Congressional Democrats launch investigation into Trump's firing of State Department IG,https://www.foxnews.com/politics/congressional-democrats-launch-investigation-trumps-firing-state-department-inspector-general
1589875873-479,https://www.foxnews.com/politics,Rep. McCarthy: 'Sickening' that Democrats are using COVID-19 as an opportunity to enforce socialism,https://video.foxnews.com/v/6157398634001/
1589875873-540,https://www.foxnews.com/politics,"Citing coronavirus, Justin Amash announces he won't run for president",https://www.foxnews.com/politics/amash-not-running-president-coronavirus
1589875873-558,https://www.foxnews.com/politics,Trump says no decision yet on WHO funding as he mulls plan to match Chinese payments,https://www.foxnews.com/politics/trump-says-no-decision-yet-on-who-funding
1589875873-495,https://www.foxnews.com/politics,California Rep.-elect Mike Garcia says win is a condemnation of Democrat policies,https://video.foxnews.com/v/6157305113001/
1589875873-525,https://www.foxnews.com/politics,Gov. Jared Polis on outlook for reopening Colorado's schools,https://video.foxnews.com/v/6157237550001/
1589875873-472,https://www.foxnews.com/politics,Sanders downplays fears his supporters won't come together to back Biden,https://video.foxnews.com/v/6157426314001/
1589875873-447,https://www.foxnews.com/politics,HHS Secretary Azar hits back at Navarro’s criticism of CDC: ‘Inaccurate and inappropriate',https://www.foxnews.com/politics/hhs-secretary-azar-hits-back-at-navarros-criticism-of-cdc-inaccurate-and-inappropriate
1589875873-507,https://www.foxnews.com/politics,California’s Newsom proposes shrinking prison population to help state’s budget during coronavirus,https://www.foxnews.com/politics/californias-newsom-proposes-shrinking-prison-population-to-help-states-budget-during-coronavirus
1589875873-448,https://www.foxnews.com/politics,DC’s mayor proposes suspension of city government pay raises due to coronavirus budget woes,https://www.foxnews.com/politics/dcs-mayor-proposes-suspension-of-city-government-pay-raises-due-to-coronavirus-budget-woes
1589875873-544,https://www.foxnews.com/politics,Elise Stefanik asks feds to investigate Cuomo's 'failed' nursing home policy,https://www.foxnews.com/politics/elise-stefanik-invites-feds-to-investigate-cuomos-failed-nursing-home-policy
1589875873-469,https://www.foxnews.com/politics,Should Biden be concerned about Sanders supporters refusing to vote?,https://video.foxnews.com/v/6157440411001/
1589875873-411,https://www.foxnews.com/politics,GOP attorneys general unite to file amicus brief in support of Flynn ahead of brewing court fight,https://www.foxnews.com/politics/gop-attorneys-general-unite-to-file-amicus-brief-in-support-of-flynn-as-judge-suggests-keeping-case-alive
1589875873-504,https://www.foxnews.com/politics,John Bussey on the Michael Flynn 'unmasking' controversy,https://video.foxnews.com/v/6157276470001/
1589875873-568,https://www.foxnews.com/politics,Sen. Mike Lee says Nancy Pelosi's '$3 trillion wish list' has no chance of passing the Senate,https://video.foxnews.com/v/6157066080001/
1589875873-460,https://www.foxnews.com/politics,Barr: I don't expect a criminal investigation of Obama or Biden,https://video.foxnews.com/v/6157477223001/
1589875873-499,https://www.foxnews.com/politics,Mark Levin examines the full extent of Obama administration surveillance of the Trump campaign,https://video.foxnews.com/v/6157301027001/
1589875873-538,https://www.foxnews.com/politics,"Biden blames Trump for Cuba push to rejoin UN Human Rights Council, despite it being a member during Obama admin",https://www.foxnews.com/politics/biden-blames-trump-cuba-push-rejoin-un-human-rights-council-despite-being-member-during-obama-admin
1589875873-403,https://www.foxnews.com/politics,"Nancy Pelosi digs at Trump, calls president 'morbidly obese'",https://www.foxnews.com/politics/nancy-pelosi-calls-president-morbidly-obese
